資料名/Title	解題/Description	出版事項/Publication, Discribution, etc.Area	数量/Unit	日付/Date	所蔵/Location	所蔵年次/Year	所蔵巻号/Volumes	請求記号/Call No.	資料区分/Document Categoly	データ形式/Format	本文言語/Language	Place	備考/Comments	書誌番号/Bib.ID	ライセンス/License	アイテムURL	Is Referenced By	iiif viewer	ID	ウェブサイトURL	サムネイル	機械可読ドキュメント	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
灯明台取建場所の撰定に付斡旋を乞う書状	No.: BE00219|帖整理番号: 36|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 9|日: 12|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|差出人3: 松平縫殿頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/14874f87-db44-4c83-ad3d-e7b3561606d7.json	14874f87-db44-4c83-ad3d-e7b3561606d7														2
平山図書頭外国奉行任命通知	No.: BE00220|帖整理番号: 36|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 9|日: 18|西暦年: 1866|宛名: ユースデン|宛名原綴: Eusden|差出人1: 朝比奈甲斐守|差出人2: 菊池伊予守|差出人3: 柴田日向守|差出人4: 星野備中守|差出人5: 江連加賀守|差出人6: 石野筑前守|差出人7: 小出大和守|差出人8: 川勝近江守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/063802ac-13ff-44af-9334-f974ddde033c.json	063802ac-13ff-44af-9334-f974ddde033c														2
本月二十三日先大君の霊柩を増上寺へ埋葬通知	No.: BE00221|帖整理番号: 36|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 9|日: 22|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|差出人3: 松平縫殿頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/529addd1-7b14-4060-a923-bc756b903ee2.json	529addd1-7b14-4060-a923-bc756b903ee2														2
我海外渡航者への手続及印章等近く準備完了通知	No.: BE00222|帖整理番号: 36|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 9|日: 22|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|差出人3: 松平縫殿頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5da6e0f4-d896-4683-ba6e-b70d5d6a0dbf.json	5da6e0f4-d896-4683-ba6e-b70d5d6a0dbf														3
二十三日シーボルト [Siebold] 疎暴の所業を譴責の書状	No.: BE00223|帖整理番号: 37|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 9|日: 25|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|差出人3: 松平縫殿頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/324844f9-79dc-4733-a2b0-e3a086fab206.json	324844f9-79dc-4733-a2b0-e3a086fab206														2
別紙明細書(別手組より提出書)	No.: BE00224|帖整理番号: 37|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 9|日: 24|西暦年: 1866|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/18f40562-8a96-4ba1-a568-5698e2135677.json	18f40562-8a96-4ba1-a568-5698e2135677														5
貴国都府へ学科修業の為差遣依頼書、別紙名前書付	No.: BE00225|帖整理番号: 37|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 9|日: 28|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|差出人3: 松平縫殿頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/41b510d5-0828-4a62-9f47-310af906350b.json	41b510d5-0828-4a62-9f47-310af906350b														4
我国人海外渡航者に相渡すべき許可印章出来に付雛形として一枚呈す云々	No.: BE00226|帖整理番号: 38|種別: 奉行からの書翰|帖年月次: [1866]|元号: 慶應|年: 2|月: 9|日: 29|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|差出人3: 松平縫殿頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2302dd0f-5c04-4665-ad83-0c6f2ee1b58f.json	2302dd0f-5c04-4665-ad83-0c6f2ee1b58f														2
国内米価騰貴に付輸入米斡旋方を乞ふ	No.: BE00227|帖整理番号: 38|種別: 奉行からの書翰|帖年月次: [1866]|元号: 慶應|年: 2|月: 10|日: 3|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|差出人3: 松平縫殿頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e9dc4924-466c-4bee-9c23-6957774c2048.json	e9dc4924-466c-4bee-9c23-6957774c2048														3
浅野美作守、合原左衛門尉外国奉行任命通知	No.: BE00228|帖整理番号: 38|種別: 奉行からの書翰|帖年月次: [1866]|元号: 慶應|年: 2|月: 10|日: 5|西暦年: 1866|宛名: ユースデン|宛名原綴: Eusden|差出人1: 菊池伊予守|差出人2: 柴田日向守|差出人3: 星野備中守|差出人4: 江連加賀守|差出人5: 石野筑前守|差出人6: 川勝近江守|差出人7: 平山図書頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/00e73a87-d215-4cb7-82a3-bb930f1b7183.json	00e73a87-d215-4cb7-82a3-bb930f1b7183														1
貴国都府へ留学生の世話人雇入度に人選周旋ありたき旨申入	No.: BE00229|帖整理番号: 38|種別: 奉行からの書翰|帖年月次: [1866]|元号: 慶應|年: 2|月: 10|日: 8|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|差出人3: 松平縫殿頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/92573318-85f2-4b9c-9c72-34130c687ac7.json	92573318-85f2-4b9c-9c72-34130c687ac7														3
小笠原壱岐守執政を免通知	No.: BE00230|帖整理番号: 38|種別: 奉行からの書翰|帖年月次: [1866]|元号: 慶應|年: 2|月: 10|日: 9|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|差出人3: 松平縫殿頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e0f29dc9-d603-446b-973c-faa459703217.json	e0f29dc9-d603-446b-973c-faa459703217														2
松平縫殿頭上京の旨通知	No.: BE00231|帖整理番号: 38|種別: 奉行からの書翰|帖年月次: [1866]|元号: 慶應|年: 2|月: 10|日: 9|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7e8d9ee8-73c4-4a0d-9372-330a5ff8467a.json	7e8d9ee8-73c4-4a0d-9372-330a5ff8467a														1
米価騰貴窮民困迫に付輸入米買入勝手の布告文通知、別紙布告文	No.: BE00232|帖整理番号: 39|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 10|日: 10|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|差出人3: 松平縫殿頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/32ba7453-1480-4213-a602-d2f9fccf6281.json	32ba7453-1480-4213-a602-d2f9fccf6281														1
香具渡世のもの願は町奉行所免許申渡云々	No.: BE00233|帖整理番号: 39|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 10|日: 12|西暦年: 1866|宛名: シーボルト|宛名原綴: Siebold|差出人1: 平山図書頭|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5a8ab51c-b992-4583-93ec-fb279b68c600.json	5a8ab51c-b992-4583-93ec-fb279b68c600														2
稲葉美濃守外国事務取扱任命通知	No.: BE00234|帖整理番号: 39|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 10|日: 13|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9aa9a319-a114-48f6-81fe-3685f0c3d47d.json	9aa9a319-a114-48f6-81fe-3685f0c3d47d														2
瑞西コンシュル在任中貸渡せし横浜駒形町町地所を引継ぎに係る紛争につき通告、別紙フレンワルド [Bremwald] よりの書翰写	No.: BE00235|帖整理番号: 39|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 10|日: 14|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/148d4a5a-a80b-4096-a7a7-01e238f2a472.json	148d4a5a-a80b-4096-a7a7-01e238f2a472														4
伝習生十四名の設楽岩次郎病気に付差止め代りに福沢栄之助を遣す通知	No.: BE00236|帖整理番号: 39|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 10|日: 16|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2ef743c8-da33-4de0-9b0f-1d772f08d5f8.json	2ef743c8-da33-4de0-9b0f-1d772f08d5f8														2
大山ならびに高雄山へ相越され度旨了承通知	No.: BE00237|帖整理番号: 39|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 10|日: 16|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3b85f5b5-ef2a-4ced-a5f5-facb0f8b793f.json	3b85f5b5-ef2a-4ced-a5f5-facb0f8b793f														3
米買入方の儀申送る	No.: BE00238|帖整理番号: 39|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 10|日: 17|西暦年: 1866|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/415ded06-9911-4f11-b123-19ff2248b2c2.json	415ded06-9911-4f11-b123-19ff2248b2c2														2
大山ならびに高雄山へ相越される為当方用意出来に付通知	No.: BE00239|帖整理番号: 39|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 10|日: 17|西暦年: 1866|宛名: シーボルト|宛名原綴: Siebold|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a6c44fd8-f82d-49ab-9e88-2dd5c10087b9.json	a6c44fd8-f82d-49ab-9e88-2dd5c10087b9														2
英商船小倉台場近傍通航の節砲弾を受けし次第に付調査の上実情を報告、同所附近にありし我軍艦よりの右に付報告書	No.: BE00240|帖整理番号: 39|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 10|日: 22|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/aedd8a7c-3d61-4e8f-b7a8-381a96de5ce6.json	aedd8a7c-3d61-4e8f-b7a8-381a96de5ce6														2
塚原但馬守大目付次席外国奉行任命通知	No.: BE00241|帖整理番号: 39|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 10|日: 23|西暦年: 1866|宛名: ユースデン|宛名原綴: Eusden|差出人1: 菊池伊予守|差出人2: 柴田日向守|差出人3: 星野備中守|差出人4: 江連加賀守|差出人5: 石野筑前守|差出人6: 川勝近江守|差出人7: 平山図書頭|差出人8: 合原左衛門尉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bf961c19-1ef4-45d3-ab9e-4946113dfa09.json	bf961c19-1ef4-45d3-ab9e-4946113dfa09														1
浅野美作守勘定奉行に転、向山隼人正外国奉行任命通知	No.: BE00242|帖整理番号: 39|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 10|日: 23|西暦年: 1866|宛名: ユースデン|宛名原綴: Eusden|差出人1: 菊池伊予守|差出人2: 柴田日向守|差出人3: 星野備中守|差出人4: 江連加賀守|差出人5: 石野筑前守|差出人6: 川勝近江守|差出人7: 平山図書頭|差出人8: 合原左衛門尉|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fca262ac-f5e0-454d-8fb0-c2ebb338f9e2.json	fca262ac-f5e0-454d-8fb0-c2ebb338f9e2														1
横浜瑞西コンシュル館地所の儀に関する書類焼失に付改めて写を要求に付差送る云々	No.: BE00243|帖整理番号: 40|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 10|西暦年: 1866|宛名: シーボルト|宛名原綴: Siebold|差出人1: 向山隼人正|差出人2: 平山図書頭|差出人3: 川勝近江守|差出人4: 石野筑前守|差出人5: 江連加賀守|差出人6: 星野備中守|差出人7: 柴田日向守|差出人8: 菊池伊予守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ae0d8b8c-86af-43e1-a845-04ee856a08ce.json	ae0d8b8c-86af-43e1-a845-04ee856a08ce														2
万屋利平他一件に付面会申込に対する返書	No.: BE00244|帖整理番号: 40|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 11|日: 朔|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e21e0511-928f-45eb-8761-af70036b9dc5.json	e21e0511-928f-45eb-8761-af70036b9dc5														2
長崎表へ競馬場建設の件返書	No.: BE00245|帖整理番号: 40|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 11|日: 朔|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/df613811-86c8-46f2-be5e-60bad0e576b3.json	df613811-86c8-46f2-be5e-60bad0e576b3														2
小笠原壱岐岐守執政任命通知	No.: BE00246|帖整理番号: 40|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 11|日: 15|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/56fff27d-64da-4adf-838f-b6b4a33bd810.json	56fff27d-64da-4adf-838f-b6b4a33bd810														1
田沼玄藩頭、増山対馬守参政を免、遠山信濃守外国事務取扱任命通知	No.: BE00247|帖整理番号: 40|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 11|日: 朔|西暦年: 1866|宛名: ユースデン|宛名原綴: Eusden|差出人1: 菊池伊予守|差出人2: 柴田日向守|差出人3: 星野備中守|差出人4: 江連加賀守|差出人5: 石野筑前守|差出人6: 川勝近江守|差出人7: 平山図書頭|差出人8: 合原左衛門尉|差出人9: 向山隼人正|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7a6e355a-97c3-4388-a61d-2f622d564392.json	7a6e355a-97c3-4388-a61d-2f622d564392														2
灯明台増築の儀は着々準備中と通知	No.: BE00248|帖整理番号: 40|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 11|日: 朔|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/12b725d1-63d4-4f2a-9f22-23cf1fe59470.json	12b725d1-63d4-4f2a-9f22-23cf1fe59470														2
兵庫港へ石炭置所設置の件申出の返書	No.: BE00249|帖整理番号: 40|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 11|日: 朔|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/14c7b08a-5a22-4346-95e6-3b81e515dbe5.json	14c7b08a-5a22-4346-95e6-3b81e515dbe5														1
横浜火災予防の為め居留地分界云々	No.: BE00250|帖整理番号: 40|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 11|日: 朔|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d7f1f716-b4d5-4bc3-b196-38a80cb116bd.json	d7f1f716-b4d5-4bc3-b196-38a80cb116bd														3
防長征伐の儀当時止戦の通知	No.: BE00251|帖整理番号: 40|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 11|日: 5|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/eeacfd79-a653-4665-908e-48c253bc2dea.json	eeacfd79-a653-4665-908e-48c253bc2dea														2
小栗安芸守外国奉行任命、菊池伊予守、星野備中守禁裡附に転通知	No.: BE00252|帖整理番号: 40|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 11|日: 7|西暦年: 1866|宛名: ユースデン|宛名原綴: Eusden|差出人1: 柴田日向守|差出人2: 江連加賀守|差出人3: 石野筑前守|差出人4: 川勝近江守|差出人5: 平山図書頭|差出人6: 合原左衛門尉|差出人7: 向山隼人正|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8d0cbc11-1cb9-4910-aa80-362cd5bddc8a.json	8d0cbc11-1cb9-4910-aa80-362cd5bddc8a														2
館門前番所衛士備置く儀に付云々	No.: BE00253|帖整理番号: 40|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 11|日: 7|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b5fdee1e-8500-4315-8e58-5529992932ad.json	b5fdee1e-8500-4315-8e58-5529992932ad														2
利兵衛、善兵衛、与兵衛への生金巾取引約定違反の一件に付所置方申送	No.: BE00254|帖整理番号: 40|種別: 奉行からの書翰|帖年月次: 1866|元号: 慶應|年: 2|月: 11|日: 25|西暦年: 1866|宛名: パルクス|宛名原綴: Parkes|差出人1: 井上河内守|差出人2: 稲葉美濃守|差出人3: 松平周防守|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5ba7189d-05b3-425d-9ea1-7aaa6e54addf.json	5ba7189d-05b3-425d-9ea1-7aaa6e54addf														3
